1000 10000
319 270 46
627 684 73
140 590 91
763 258 13
548 685 0
422 959 61
485 845 11
153 151 95
26 506 43
107 712 97
415 179 88
997 47 46
701 351 3
710 344 6
37 797 67
252 509 71
539 648 86
882 530 55
360 76 42
221 523 17
622 698 54
294 494 45
285 118 97
359 0 48
790 257 51
150 196 59
480 123 22
789 448 18
673 425 40
774 895 47
165 400 16
432 497 52
684 494 51
827 790 38
617 192 49
711 976 1
581 146 47
775 617 78
420 773 49
362 601 22
890 409 90
916 135 11
523 25 34
687 565 27
557 49 86
272 344 77
253 89 55
712 957 3
226 899 74
130 215 73
198 396 35
3 176 18
493 743 28
659 405 80
899 296 64
212 776 26
363 469 74
404 520 68
199 147 33
302 348 90
938 571 91
280 813 8
329 615 49
942 140 88
634 161 47
181 438 57
974 171 36
868 522 72
855 732 35
891 539 32
918 188 30
558 725 70
166 691 28
208 203 8
289 671 26
140 217 93
131 372 53
48 378 53
62 140 57
231 617 64
736 698 61
251 675 54
809 900 40
999 657 69
155 108 95
379 309 68
819 639 14
312 37 86
783 376 2
741 77 36
424 454 0
863 113 31
854 269 17
330 652 88
61 194 0
701 318 16
859 173 23
788 714 33
325 143 84
421 749 88
705 370 84
290 927 55
248 182 80
468 556 55
732 614 68
396 72 28
460 800 57
98 387 15
457 843 28
982 304 24
846 714 78
805 745 60
69 316 17
967 173 38
400 687 26
942 641 56
397 341 52
458 635 94
649 586 79
768 56 51
582 699 26
391 286 18
967 114 87
321 632 93
290 628 88
151 733 7
928 705 98
795 195 75
592 914 71
921 677 4
619 341 24
546 842 94
935 651 28
24 208 72
996 1 60
144 602 22
969 542 47
652 47 48
984 176 23
48 933 88
121 485 27
297 201 81
381 900 60
903 546 75
761 853 59
904 19 62
525 901 63
259 550 66
175 15 64
583 906 10
436 797 46
848 705 6
101 959 27
31 783 28
783 416 4
615 25 8
653 213 84
702 868 13
671 713 48
968 397 81
320 432 5
562 281 65
266 12 10
317 681 95
890 879 21
973 801 37
802 663 92
341 229 12
911 761 16
682 565 92
726 900 55
29 479 99
87 346 73
483 295 54
613 672 44
955 687 95
405 898 63
772 408 39
248 530 34
720 996 53
884 85 26
164 41 22
444 847 70
121 242 1
887 260 4
463 151 98
530 257 4
553 277 33
516 820 31
420 783 83
473 676 20
958 83 24
352 295 68
963 810 35
256 280 4
305 508 16
513 8 30
187 210 40
308 865 69
407 620 95
426 550 1
891 329 42
472 17 75
89 118 43
68 139 44
369 707 55
199 176 14
750 975 25
473 34 78
490 462 24
118 580 22
46 220 24
915 300 13
315 573 34
693 462 3
180 369 22
176 719 81
385 385 29
251 454 73
6 789 43
989 725 49
7 717 89
502 652 63
690 91 14
520 983 44
776 175 44
699 102 37
758 596 38
804 888 28
550 415 74
262 232 46
585 394 68
629 552 54
824 252 3
209 963 20
754 570 32
837 298 81
138 910 83
788 75 95
601 947 43
953 950 1
635 409 35
3 188 19
404 342 75
116 686 86
487 730 59
988 615 7
844 793 78
759 485 61
838 458 10
393 49 45
278 820 50
861 716 81
414 616 48
342 680 1
51 964 88
591 536 21
551 480 7
541 809 1
432 825 4
522 99 82
34 739 83
960 414 10
550 222 11
284 625 63
882 818 10
727 536 6
87 82 11
346 411 79
935 515 88
193 231 97
860 850 69
233 810 77
871 2 81
138 500 58
925 198 35
360 962 30
721 198 93
553 264 64
248 64 56
642 630 59
834 927 16
705 363 40
866 180 71
993 425 45
409 57 47
340 50 78
677 292 11
494 512 83
909 107 56
810 128 12
607 844 88
580 624 59
488 101 63
372 706 18
11 9 71
308 911 45
922 793 18
678 454 15
192 744 31
202 139 61
160 619 67
964 353 19
938 536 3
116 291 28
424 523 41
314 930 25
245 726 41
891 251 98
558 604 98
547 342 88
88 971 64
883 902 53
407 468 47
259 196 5
260 957 86
305 992 38
391 865 13
478 682 75
853 49 82
840 109 79
778 993 3
547 93 99
282 203 58
11 920 51
365 607 26
183 305 46
471 750 79
812 786 50
174 204 15
930 64 38
709 463 51
271 911 79
181 753 53
671 337 52
269 519 29
570 464 9
816 19 85
450 129 32
985 614 92
284 949 37
74 716 67
136 22 59
354 575 91
614 422 92
555 647 2
855 898 1
804 876 7
987 625 3
57 478 40
352 419 43
66 59 26
814 598 45
574 559 8
921 801 54
69 304 12
853 440 16
421 761 43
329 72 73
627 708 69
490 3 48
616 348 73
338 919 80
219 187 92
946 228 48
347 869 38
584 459 80
943 24 31
829 386 37
236 140 78
134 283 78
430 458 40
929 860 7
810 494 18
988 656 16
987 942 89
810 697 64
381 488 63
345 41 33
264 449 4
64 18 93
583 969 90
20 848 97
770 114 2
334 459 86
798 169 91
602 594 27
972 792 81
810 21 49
733 168 98
183 807 1
104 781 11
285 156 18
823 433 89
968 696 55
877 536 36
848 682 86
973 776 44
942 618 13
962 918 75
888 242 93
794 831 38
872 325 32
572 111 28
949 136 77
155 405 33
341 680 52
751 2 55
479 436 66
142 476 89
313 289 3
601 543 90
912 408 18
279 537 56
893 599 33
232 244 75
155 324 80
63 291 19
484 756 13
793 689 3
260 676 31
59 359 45
82 951 28
82 703 98
198 654 69
197 484 13
252 979 60
103 844 16
312 962 1
460 136 78
780 396 10
212 104 40
734 990 99
627 126 47
307 940 0
279 208 45
576 598 30
310 320 2
395 352 96
66 363 16
817 197 58
591 342 93
955 597 74
760 640 59
944 375 57
329 729 61
695 749 24
836 119 53
307 161 2
30 126 39
853 149 71
861 423 47
691 510 83
253 575 82
887 736 71
524 319 67
404 635 56
929 514 1
46 655 5
984 317 77
955 430 2
406 551 76
112 853 36
610 906 15
452 512 94
666 339 87
209 238 74
563 586 43
283 963 3
289 205 58
638 818 6
131 552 77
328 136 51
197 55 68
102 737 91
705 985 50
395 277 15
880 758 85
78 831 91
829 846 81
763 949 40
629 143 67
453 12 43
870 482 93
356 866 94
848 858 47
931 322 64
108 597 62
95 784 35
564 776 68
669 739 34
727 89 81
917 965 64
869 604 35
470 339 45
286 30 12
35 724 19
370 403 18
96 890 70
881 372 34
245 225 37
530 939 93
401 964 1
740 341 43
676 765 90
691 727 44
447 955 12
955 714 73
569 346 40
353 567 62
267 332 29
979 876 56
839 653 84
965 634 78
639 464 9
404 25 20
828 887 80
79 174 51
488 354 76
589 610 20
36 240 29
590 382 4
69 599 94
885 511 5
519 789 15
398 993 48
236 106 12
891 340 4
409 889 15
93 739 84
665 67 42
151 396 53
466 659 63
690 94 68
670 271 47
252 403 28
542 526 93
775 580 23
143 783 96
456 909 76
560 807 27
327 782 12
758 349 73
471 495 97
174 638 61
749 629 92
121 937 16
703 181 60
822 530 52
428 407 11
411 63 54
794 228 8
845 908 14
406 288 20
764 139 31
306 515 87
732 245 51
621 623 62
235 748 75
856 160 28
819 674 60
957 226 41
520 503 16
422 288 45
142 452 97
225 689 23
697 266 20
820 474 76
870 731 37
65 756 30
140 348 62
507 842 20
805 976 69
852 35 8
77 491 63
500 364 79
297 197 89
148 823 7
793 73 48
329 108 48
693 464 27
876 322 87
972 902 52
260 864 37
272 567 46
400 38 25
34 393 78
160 463 34
113 485 83
220 401 82
582 52 28
579 307 80
303 86 11
588 154 26
724 895 3
987 119 6
363 347 50
89 412 2
963 923 29
534 824 21
646 67 19
238 495 34
764 233 51
960 371 73
487 669 48
304 61 8
672 845 28
816 875 74
358 6 19
196 511 24
898 574 40
611 519 78
142 678 54
336 523 34
354 786 48
499 263 52
357 976 92
763 635 77
15 474 33
383 767 78
173 150 54
287 66 60
805 862 77
313 492 94
347 485 7
424 982 55
372 820 87
357 954 79
600 70 69
352 153 17
183 127 94
902 850 26
470 643 60
168 177 76
747 646 86
551 147 81
335 410 62
62 368 19
383 683 37
643 527 79
555 960 33
262 229 35
267 394 70
715 367 30
626 355 53
787 208 79
748 976 85
536 929 83
644 859 38
335 373 55
158 361 21
259 840 23
562 688 82
249 944 89
350 876 80
394 266 58
552 321 32
147 177 87
465 75 49
290 128 65
858 13 42
672 431 72
601 595 4
573 402 62
314 730 10
112 899 10
82 568 52
432 621 1
120 600 57
128 626 21
761 960 62
824 450 6
895 884 98
492 415 80
153 298 48
311 63 51
412 109 32
842 883 21
195 482 73
782 314 65
602 502 26
334 850 74
488 968 21
603 553 81
226 849 64
869 64 15
372 434 70
912 539 72
891 919 79
331 143 76
661 648 72
652 97 26
774 370 97
783 197 95
688 275 77
241 89 40
996 969 73
460 956 79
751 583 43
479 788 67
532 880 81
675 16 82
32 563 79
888 561 4
269 640 17
430 727 90
596 713 68
822 483 74
773 906 43
286 611 74
8 522 50
432 30 80
67 423 12
303 720 53
186 291 31
620 240 76
892 639 40
725 836 51
604 597 85
542 992 90
118 349 37
208 280 12
596 438 6
944 162 22
126 42 25
480 239 37
595 552 77
747 967 4
769 204 27
275 98 56
759 870 1
793 116 2
732 557 40
408 762 82
965 344 63
395 812 79
445 233 91
326 980 88
628 387 12
984 733 15
945 770 95
788 672 1
990 842 70
210 531 87
479 636 80
837 623 81
42 294 99
308 173 53
894 697 79
152 80 5
595 500 52
830 165 29
582 806 90
119 959 17
348 871 85
811 53 16
551 337 11
271 621 23
780 879 97
871 159 77
582 309 39
412 196 44
696 141 32
787 631 91
164 456 87
80 58 86
423 263 0
899 187 81
246 598 65
707 140 76
39 752 24
846 51 36
620 386 19
460 431 29
476 623 61
564 817 92
909 690 94
685 359 65
80 214 19
429 35 28
536 344 63
685 394 68
6 345 88
146 891 60
107 129 35
692 631 95
59 642 44
729 293 24
269 12 56
292 243 76
609 751 75
377 706 81
657 222 57
437 406 38
75 917 67
965 89 28
733 778 94
676 505 69
568 293 80
521 271 49
960 17 3
405 422 72
987 383 67
918 425 36
647 727 83
193 548 79
576 171 29
841 650 97
972 100 33
927 188 67
51 594 58
156 332 8
196 948 11
791 376 50
424 540 15
30 452 28
823 218 65
418 91 42
434 278 77
198 764 73
254 151 93
398 589 11
222 73 92
365 233 51
202 368 13
652 736 44
500 537 93
386 596 16
275 211 46
85 394 56
149 918 38
608 821 5
268 661 17
768 546 56
918 831 91
888 57 99
146 878 32
97 437 93
955 77 92
131 681 91
23 957 47
149 266 63
616 46 22
527 887 82
466 48 76
205 67 67
542 845 79
165 912 48
70 374 36
607 453 79
917 189 0
474 867 60
632 313 34
378 735 79
18 615 24
774 800 1
938 903 73
895 246 22
398 98 76
471 967 20
632 904 23
148 698 73
423 920 61
147 249 35
855 440 12
737 744 67
109 696 33
656 41 77
793 401 95
186 33 26
633 598 19
761 449 2
268 481 27
428 636 57
359 887 6
204 964 52
39 812 73
16 150 86
151 108 76
341 833 11
830 937 27
347 481 18
417 443 54
829 217 69
392 178 18
765 918 43
91 410 34
689 94 26
945 513 15
84 52 94
636 870 35
248 532 35
595 821 22
816 928 7
481 415 25
879 17 62
315 918 1
163 670 76
493 954 81
434 808 70
628 58 82
517 204 4
710 50 90
122 613 69
599 202 41
550 616 68
860 271 47
957 213 18
491 824 81
969 814 6
531 683 34
144 37 1
570 328 42
782 870 27
453 61 88
395 714 88
644 849 4
388 220 56
525 147 22
715 776 94
6 693 74
637 673 29
172 499 54
40 896 1
206 814 87
165 840 94
400 259 19
395 67 67
17 317 9
982 589 44
780 202 37
651 566 49
229 324 62
18 324 63
61 10 74
681 86 27
844 163 63
187 893 79
769 731 31
252 855 36
176 272 7
549 407 73
421 888 98
971 751 47
577 297 17
530 328 76
651 88 68
56 566 27
171 265 30
40 555 56
318 500 85
393 24 23
50 996 25
827 274 8
587 527 2
721 599 40
409 675 24
981 585 66
125 712 23
133 239 74
607 302 0
845 543 94
10 828 62
630 831 48
567 305 34
789 453 13
771 435 54
575 43 98
321 959 61
258 154 8
634 339 27
113 463 10
569 367 33
496 673 73
691 277 29
223 539 47
447 333 87
196 698 48
265 786 81
736 877 73
364 346 64
949 16 59
877 802 7
810 596 63
522 440 63
102 765 60
437 303 1
302 113 95
50 254 17
870 114 98
411 789 36
709 768 18
710 891 37
834 8 95
50 487 10
797 912 8
478 7 86
304 872 81
559 126 4
876 196 35
560 826 52
274 890 94
229 381 29
817 657 29
765 42 53
580 471 19
527 860 54
365 971 67
679 922 25
74 677 54
799 701 18
157 97 29
995 553 34
13 23 54
132 187 20
773 943 31
151 390 72
666 879 21
878 249 59
506 171 32
589 786 86
459 803 65
416 943 30
968 577 30
855 522 87
982 106 76
849 769 51
673 373 85
381 661 59
246 715 69
666 42 67
791 293 71
22 546 53
387 587 48
18 835 5
538 899 75
219 816 24
716 909 83
196 58 5
65 544 86
331 361 2
857 392 7
342 746 75
755 345 86
740 371 92
975 654 93
899 665 11
691 863 73
857 33 61
935 625 16
228 648 41
741 333 8
72 904 23
917 839 38
13 606 58
720 902 42
3 876 70
799 474 14
473 797 88
381 787 50
355 356 78
93 779 99
402 935 39
383 604 64
412 315 49
3 295 21
353 619 7
307 423 29
427 361 60
985 1 4
47 440 7
794 534 95
57 27 17
32 288 98
601 6 0
6 763 33
925 203 26
811 646 57
581 121 9
290 347 27
897 635 36
173 231 26
139 131 56
286 242 76
489 917 84
696 684 10
262 850 82
320 287 92
742 692 65
720 315 44
394 84 54
956 315 19
565 60 32
308 938 0
942 463 11
212 804 43
948 302 94
76 510 62
864 745 56
658 965 9
699 430 71
351 290 78
249 864 99
281 70 19
861 122 93
993 649 90
597 470 72
969 520 78
405 324 19
458 656 60
472 846 35
77 113 60
110 926 88
237 884 89
487 446 94
119 508 37
586 883 50
942 617 68
93 663 36
312 674 37
239 286 55
172 483 59
389 588 26
171 139 97
699 806 68
192 992 6
272 667 12
591 791 54
924 456 50
729 184 13
786 65 16
432 32 44
433 882 13
146 131 49
146 289 54
214 739 23
982 742 70
94 420 39
75 475 47
483 182 12
913 354 93
334 253 35
16 541 15
823 55 55
495 930 65
117 159 94
205 439 90
540 874 8
507 233 29
844 646 2
329 608 84
840 693 76
112 610 68
625 978 61
367 709 3
993 543 88
877 524 18
389 494 78
825 501 22
956 22 5
539 950 16
104 828 25
857 988 92
341 589 0
651 312 71
556 765 61
19 245 37
871 338 98
8 476 34
731 949 27
53 871 7
751 992 13
582 374 6
514 37 50
769 244 84
165 227 93
680 338 63
249 552 25
1 832 75
304 411 61
87 824 48
708 956 54
849 672 64
10 508 95
584 335 75
169 200 40
668 989 31
335 932 90
978 512 10
527 745 37
696 97 16
571 263 39
250 924 54
455 240 3
62 636 53
909 400 76
507 875 33
408 646 85
852 102 69
72 886 88
364 190 81
332 0 7
664 777 74
376 506 65
721 920 48
869 219 72
448 456 66
715 246 93
45 372 52
868 193 84
183 874 76
240 806 80
36 804 65
255 558 53
205 423 86
327 116 23
706 8 9
843 919 82
609 872 40
867 989 46
100 257 12
292 177 86
959 475 36
809 766 85
224 205 2
327 475 37
342 799 4
889 610 52
214 460 83
464 126 34
986 925 10
827 948 70
809 841 86
695 71 5
694 805 85
114 896 96
123 508 88
90 740 67
292 610 66
186 483 25
205 230 52
524 919 43
406 773 10
738 227 11
939 246 49
439 118 68
555 807 44
208 299 4
356 14 73
271 791 94
844 226 50
267 625 65
22 917 77
885 364 10
758 728 94
934 227 19
682 950 43
182 611 24
768 459 15
967 941 24
532 233 2
994 61 42
639 591 97
94 895 50
49 470 4
2 580 63
896 507 83
614 382 71
777 455 42
961 469 55
164 332 99
779 498 67
589 289 54
408 557 21
535 509 74
486 942 29
130 857 26
411 996 40
7 904 65
928 962 78
62 606 12
223 254 86
5 865 46
346 711 33
616 196 73
793 814 50
948 985 55
840 83 50
319 892 92
938 801 41
805 259 40
351 46 52
137 63 82
743 97 6
306 397 52
111 715 96
734 474 89
298 857 99
790 91 95
675 990 9
7 401 95
950 392 3
174 326 33
402 288 53
513 742 5
254 480 73
780 416 6
202 431 82
975 275 30
254 873 26
157 589 86
690 622 39
82 873 61
695 345 43
666 648 42
98 358 50
669 355 32
772 554 41
345 264 97
247 861 66
483 347 47
151 585 46
392 247 28
454 40 82
787 692 20
237 320 7
427 481 92
986 928 94
413 569 86
652 597 1
853 683 83
489 880 35
311 535 97
367 407 38
706 198 52
946 157 74
786 635 33
607 663 7
994 854 72
231 277 36
592 573 85
844 728 86
245 436 92
18 904 56
203 430 43
142 865 77
827 675 85
329 596 36
503 346 96
381 916 0
528 242 75
511 976 55
39 505 33
25 570 91
536 157 73
318 559 82
185 82 59
879 954 81
993 964 53
126 344 32
198 555 11
554 47 76
98 454 18
313 701 93
712 890 27
275 65 35
441 300 24
878 945 81
859 537 36
27 412 80
420 820 58
16 299 94
335 201 35
910 595 85
457 419 1
770 343 85
687 842 44
826 795 54
521 327 16
412 884 11
787 355 15
540 796 97
460 722 15
327 5 82
335 36 91
942 364 66
825 105 74
23 270 66
896 888 97
313 565 4
789 331 99
119 369 96
234 966 38
427 867 1
858 490 12
584 388 40
379 755 7
669 903 75
858 207 11
338 384 34
4 873 31
101 400 11
676 691 81
954 6 93
428 821 31
902 779 52
520 304 3
543 598 15
355 672 20
477 797 8
382 559 22
470 327 72
212 579 28
150 709 37
464 877 20
804 11 45
197 917 15
268 37 89
273 581 54
972 745 39
918 956 77
945 381 3
366 989 44
290 568 64
355 831 69
747 905 53
389 282 42
89 199 21
660 962 38
167 762 63
155 595 8
295 495 83
604 423 49
762 990 6
984 726 37
39 449 52
845 526 46
957 93 33
694 144 73
18 303 94
484 915 26
886 377 7
109 580 48
324 212 56
710 622 72
698 269 74
55 170 87
464 820 36
689 73 63
877 118 80
564 77 61
772 380 72
489 451 71
230 693 14
401 36 80
494 76 84
986 989 31
324 497 98
146 776 85
742 585 33
201 156 51
675 614 53
849 352 58
817 54 71
56 537 67
667 938 58
244 972 10
643 826 78
968 914 48
428 309 45
303 426 17
229 350 82
799 416 25
864 235 8
260 295 78
138 543 88
9 783 88
752 433 62
220 893 40
695 792 33
880 499 43
261 631 80
377 402 39
866 646 64
463 462 21
963 185 29
623 811 16
718 759 95
831 751 3
907 782 96
362 220 23
311 76 63
489 65 74
814 983 38
341 973 48
344 720 74
291 833 32
994 230 72
412 999 41
747 268 84
406 518 31
759 875 12
599 183 13
2 29 23
277 102 16
842 273 93
826 228 33
262 126 28
769 666 76
621 323 68
460 417 27
282 933 32
138 293 52
653 751 20
208 110 15
273 870 54
6 976 16
605 647 17
988 144 74
158 271 42
681 624 6
195 186 12
603 571 63
334 395 62
20 121 96
155 665 15
594 906 0
864 164 49
299 562 13
674 772 51
904 198 55
130 12 51
670 103 93
143 847 59
836 860 48
508 573 30
401 6 83
640 727 51
884 940 73
781 436 63
715 508 10
579 586 65
569 406 59
191 863 46
323 110 75
608 448 2
595 501 55
953 668 40
515 508 89
301 578 76
787 595 16
392 209 89
180 103 28
862 357 28
98 711 99
914 934 97
761 150 88
141 314 35
182 362 30
2 756 18
738 467 49
492 12 82
189 606 45
434 211 10
821 886 34
20 474 44
854 43 97
63 307 74
865 244 95
864 360 41
556 271 73
526 897 64
322 691 70
158 212 94
145 72 55
925 899 74
912 824 94
316 547 28
520 781 28
942 567 83
305 223 87
732 166 20
195 350 23
576 856 32
514 138 49
405 543 49
798 664 7
184 803 97
343 921 97
759 539 33
178 651 68
291 576 54
718 159 22
136 317 8
343 801 54
123 871 4
4 48 73
87 924 84
915 738 2
390 522 40
480 971 27
143 133 19
174 371 15
87 194 4
142 334 57
787 45 5
993 141 73
361 387 54
731 325 52
900 142 66
194 851 80
360 575 52
482 73 89
998 675 15
573 82 88
818 729 66
177 945 54
839 341 42
599 742 4
302 834 63
489 187 86
623 501 30
846 929 82
932 433 86
805 887 39
90 581 48
950 49 45
303 122 17
832 298 99
370 304 66
355 39 59
420 903 93
41 102 94
324 30 26
413 214 6
87 930 38
225 968 7
15 276 80
775 370 55
951 127 50
66 82 37
875 814 18
318 370 24
230 311 44
822 230 8
19 909 52
708 264 93
666 212 30
853 547 33
508 367 58
909 173 23
573 720 84
816 304 17
587 15 22
86 273 2
527 201 2
657 708 16
156 578 11
545 55 63
900 613 51
553 307 29
910 918 21
44 719 13
981 407 74
464 461 98
299 612 44
516 440 88
232 839 15
482 460 71
780 816 57
420 318 9
936 865 32
251 175 33
106 140 57
130 287 48
798 357 84
61 455 29
882 353 99
956 98 73
263 671 8
621 47 21
442 641 11
288 609 93
45 884 89
334 399 40
438 104 89
816 577 95
424 826 36
870 885 57
146 1 70
661 356 17
471 881 96
79 792 19
643 770 81
197 930 24
337 753 53
842 852 47
336 813 66
193 235 10
763 853 17
370 435 68
136 129 45
921 347 44
516 705 0
856 43 95
399 693 67
885 497 30
667 184 66
946 279 15
213 801 7
552 964 65
711 293 58
314 697 70
736 937 68
503 849 97
104 726 88
572 744 58
591 281 38
907 709 85
905 66 60
627 345 2
641 781 99
275 766 87
21 941 0
601 179 56
32 676 97
970 466 14
466 780 2
935 536 0
60 68 29
870 324 63
673 60 11
222 841 39
388 158 56
878 596 9
194 979 90
946 853 20
341 830 93
601 802 63
992 453 1
708 654 70
906 460 24
14 958 29
602 323 55
740 7 93
221 896 0
831 996 22
914 590 29
684 977 86
490 286 69
903 181 22
778 995 59
100 400 92
978 179 58
744 843 63
371 332 77
1 770 6
164 125 70
655 599 54
988 675 75
18 737 37
322 607 34
375 489 45
352 396 40
822 195 5
396 645 13
529 349 66
702 353 97
654 474 41
475 989 8
630 313 49
145 447 81
364 112 12
133 687 83
48 2 73
273 123 79
978 376 40
414 48 91
117 481 64
654 617 38
772 430 36
908 996 63
212 232 63
250 963 24
492 718 59
405 862 70
231 215 53
868 170 83
715 15 67
789 92 47
780 760 58
217 145 90
922 576 2
295 480 80
293 73 8
420 496 6
703 397 54
953 721 27
335 66 1
401 922 13
371 176 36
918 447 29
414 935 15
720 447 3
279 471 1
884 750 72
621 664 47
223 614 87
641 987 36
721 115 22
271 785 45
504 608 14
474 228 72
66 372 42
946 479 94
381 926 58
846 104 44
494 199 10
631 87 0
625 431 95
708 723 38
359 344 71
920 553 10
725 446 90
606 49 17
727 23 44
409 490 84
183 660 88
291 256 42
389 250 72
43 663 69
509 430 83
879 489 68
701 996 83
351 593 10
533 236 44
525 530 44
792 904 40
378 137 86
62 997 63
563 157 41
862 740 50
108 866 64
313 859 82
320 786 41
305 703 2
818 587 38
231 416 6
467 225 92
525 317 45
464 311 4
239 645 60
328 310 67
21 491 85
75 609 1
563 673 94
548 26 41
60 489 81
633 99 64
478 179 75
469 478 6
640 630 90
773 938 57
265 604 53
648 541 74
531 438 76
612 601 95
260 609 48
218 596 51
366 19 5
81 29 98
632 863 26
669 343 52
948 973 11
109 157 99
679 197 27
22 661 89
474 588 18
990 378 88
422 151 74
839 213 33
996 997 9
350 528 25
576 757 24
635 439 20
189 900 33
956 815 31
736 476 23
788 677 73
418 467 57
16 981 56
828 702 17
948 1 23
838 788 47
159 880 57
654 572 87
734 559 61
6 94 68
118 894 45
233 848 51
140 421 1
918 176 12
280 975 30
836 912 45
533 658 80
710 432 84
679 950 64
425 489 56
733 56 67
81 967 48
420 531 52
90 418 35
543 935 28
362 589 31
43 347 79
529 206 17
347 904 87
412 918 76
759 135 98
18 660 97
747 467 77
27 549 41
63 50 97
781 258 44
486 188 10
713 488 79
534 967 88
455 827 3
123 512 79
54 217 8
366 931 84
561 360 69
363 808 70
399 422 43
500 338 41
228 843 79
880 587 55
958 429 56
652 300 64
609 910 26
165 793 75
909 386 32
625 650 52
140 3 82
682 693 73
25 907 37
282 728 38
860 333 7
896 950 71
357 985 28
502 399 38
415 422 12
549 171 28
323 820 41
329 482 13
882 391 73
463 380 65
954 759 49
76 70 50
84 357 84
360 749 59
917 313 65
107 306 19
964 991 4
330 294 23
744 878 56
50 185 47
92 88 88
227 424 46
509 621 30
755 143 37
182 46 15
540 384 13
961 808 90
664 571 11
860 414 28
304 295 59
13 213 60
592 803 87
739 110 68
685 400 24
255 688 8
25 134 71
939 265 64
164 781 30
10 429 54
479 596 95
944 857 56
654 175 3
322 834 90
219 619 39
603 675 58
940 854 85
852 855 98
684 417 10
514 196 73
532 128 91
230 880 85
687 611 99
772 936 37
522 849 41
846 993 53
157 749 36
335 393 71
999 153 82
78 987 35
516 590 78
696 249 73
678 861 73
391 478 93
837 858 4
921 164 45
478 172 30
270 972 78
956 853 79
105 144 16
674 195 31
909 375 24
885 984 15
224 332 1
872 457 55
471 976 28
284 655 13
251 533 73
971 142 82
33 587 23
376 993 60
952 838 2
313 922 5
553 73 0
472 12 22
151 529 45
989 754 26
793 529 38
950 648 4
343 956 74
368 998 75
921 528 37
702 427 31
875 424 92
296 548 98
541 423 61
310 897 58
698 861 90
101 950 92
511 736 42
243 766 4
248 889 13
690 198 42
585 149 58
784 834 70
897 245 40
874 678 63
572 31 69
527 902 77
579 590 70
485 377 13
53 789 6
114 639 52
680 825 17
306 735 6
957 888 61
986 591 26
689 402 16
577 794 1
320 658 92
895 141 82
84 678 50
951 822 3
55 658 44
121 872 62
524 24 79
930 399 45
23 94 41
266 134 9
150 422 50
873 116 77
570 990 86
896 47 75
572 537 23
779 826 29
981 809 65
400 871 25
24 126 38
789 537 2
491 898 41
858 909 16
137 693 36
766 14 39
198 503 61
528 115 9
136 452 25
165 901 38
895 372 47
386 622 61
579 370 5
720 282 9
663 796 2
842 941 24
77 168 99
474 270 61
591 797 35
870 819 22
2 530 73
346 587 6
454 921 5
892 873 11
619 930 93
78 265 54
556 794 14
903 186 58
580 666 51
724 358 39
319 221 45
375 584 28
997 159 28
455 844 76
221 48 74
881 415 74
793 789 61
860 87 67
54 572 28
428 452 72
977 2 71
317 911 56
118 780 13
535 316 26
401 271 58
738 634 74
242 607 95
576 951 65
354 920 98
776 39 31
893 353 76
825 503 51
717 39 17
457 778 27
908 627 96
973 543 49
841 152 37
36 535 76
513 251 29
901 580 43
957 410 23
978 469 2
342 384 73
754 267 43
21 551 57
671 91 11
556 320 82
933 606 48
849 598 15
724 10 29
926 561 51
790 579 72
431 743 55
509 469 0
686 660 99
872 544 19
466 507 7
224 178 75
801 575 90
681 744 70
353 320 10
923 491 2
435 270 36
352 137 4
261 200 18
729 153 56
209 50 51
772 456 75
303 842 58
709 704 1
461 369 0
278 860 12
939 293 88
109 985 83
536 521 41
999 307 53
305 817 88
684 393 55
354 79 37
959 204 69
769 20 43
390 915 29
167 167 11
364 587 83
980 497 72
209 324 8
426 926 42
474 532 76
727 501 49
876 108 31
745 178 60
554 439 91
4 696 66
0 477 24
191 498 31
235 989 67
129 238 97
359 606 37
506 818 79
105 435 5
914 575 81
473 745 62
959 988 12
896 592 84
330 705 76
717 479 77
260 988 17
188 68 72
81 392 86
804 859 18
881 958 53
275 995 19
846 903 37
698 616 60
912 110 90
257 550 65
641 341 26
338 459 9
410 774 39
461 946 15
340 346 51
164 844 19
945 83 88
755 161 30
175 256 9
514 925 37
505 146 89
86 290 87
456 418 2
471 659 93
272 309 9
423 756 49
136 630 40
183 621 22
861 829 44
608 675 16
361 111 34
684 315 64
521 383 53
789 861 48
627 444 51
403 899 34
82 903 69
344 973 2
321 435 37
765 658 83
750 300 39
426 391 82
607 96 23
486 467 9
84 852 76
227 851 85
933 788 70
460 759 51
351 819 69
920 100 39
418 695 26
5 396 91
9 525 42
891 630 79
769 868 0
637 771 23
648 609 91
101 517 35
962 790 67
949 721 78
708 313 71
401 816 68
694 16 3
405 753 47
30 165 38
592 72 22
378 847 15
378 799 80
212 546 44
663 522 36
498 906 52
510 838 90
46 10 7
432 275 66
698 580 25
418 906 67
89 947 64
65 937 75
616 511 74
758 257 83
0 548 85
347 198 53
975 843 26
345 779 50
21 562 8
816 677 58
424 859 43
659 700 20
652 312 47
698 338 75
124 389 89
315 153 70
37 208 41
244 148 27
120 485 84
756 853 57
870 141 41
251 330 36
894 283 41
335 31 32
390 804 54
347 673 84
116 820 56
622 403 96
83 874 85
166 641 79
593 984 95
963 350 25
289 387 68
214 708 92
975 612 1
64 116 75
470 317 43
197 87 43
477 130 65
981 265 44
908 71 92
913 146 84
53 137 83
404 350 74
252 910 21
748 474 67
754 966 98
