10000 100000
7181 4791 26
6778 2426 78
1759 441 19
4125 4058 72
3701 1580 27
8494 5812 51
4914 7457 28
52 2024 67
3564 389 85
2595 9750 1
6512 3647 49
1202 1033 28
693 4397 96
4339 7203 19
5422 9201 39
1101 7948 83
8273 777 46
21 9752 40
1896 2972 3
789 8199 53
2698 3573 88
4547 1785 40
4264 3727 18
1767 5047 28
8598 3282 28
5204 8958 68
2177 6896 76
3771 2586 85
532 331 93
9090 6692 83
2716 9211 20
7863 1551 97
8765 8611 99
7081 7435 15
9241 9086 10
7602 3988 24
2602 7920 67
1934 625 62
6116 1417 89
9270 8988 72
7864 876 48
6253 942 43
2747 2896 89
7071 9796 47
2731 5576 74
3251 879 49
2521 4367 11
9506 9752 24
9304 5853 17
8337 4049 12
6000 6692 4
8989 9659 54
6009 2348 25
3533 9548 43
6043 1460 32
4520 2376 95
5867 2064 21
7306 2915 56
9560 7892 39
7262 992 4
4319 4431 90
1315 9509 79
8281 2020 89
8835 62 51
4735 1037 10
4213 965 81
8208 3529 92
3094 9419 54
4553 1091 24
9410 2948 27
5171 2225 9
8145 286 86
265 1567 68
7480 72 69
3492 3258 86
1522 9514 75
7659 2788 80
2692 2706 52
7291 169 54
2708 9279 57
2251 106 32
2118 2512 91
4134 8538 75
6974 9459 29
358 8788 17
4788 6396 52
4942 9598 32
9831 933 93
356 7532 32
930 7518 20
9689 8884 14
9640 472 38
5382 5339 30
1144 768 94
3297 9805 17
1499 153 55
6472 5121 25
4776 3659 77
2895 777 86
1238 6144 97
1480 1601 5
7341 27 84
76 4285 76
4068 9883 12
3239 7436 36
8354 7536 96
9180 9284 13
8157 9219 0
5013 3858 20
459 9200 26
5446 2820 70
5477 5543 14
1571 4591 50
2976 6206 72
6471 1529 41
3685 4514 54
421 9438 12
4318 2456 11
7466 3681 48
669 9328 87
1225 4131 61
5333 6052 66
7033 3667 28
3462 3795 22
7730 7838 64
509 3783 3
5580 7231 34
9281 7065 78
1024 1100 38
4713 4182 28
9370 6961 2
524 2899 63
4217 979 2
8350 1490 89
4929 3370 14
1393 4274 14
3257 8504 71
6187 9575 72
2629 9269 42
9162 8865 14
7478 4831 59
7453 6773 19
1762 6347 35
5150 818 11
1151 5352 60
3099 2469 41
1309 1978 1
6141 6065 64
7669 3018 32
3403 4354 59
4505 4125 76
7199 9106 69
4700 6106 91
6573 7528 21
7487 6425 83
9047 2202 21
3364 9412 93
7495 1288 58
4157 8146 34
8102 4767 21
3507 81 39
3243 5854 17
1163 2830 1
4721 7398 93
8105 8359 88
5580 3283 52
5615 3834 35
4753 5273 92
9915 4877 8
2713 7679 66
3863 2504 46
8331 6211 31
9794 2159 63
6079 9162 72
7051 4827 79
4226 4542 25
962 8743 65
7083 9050 11
8507 3820 33
9215 7562 50
1473 2977 11
1026 8120 0
5466 817 44
4021 9027 89
1555 7609 88
3699 2841 88
6692 3382 29
7954 528 40
5897 4602 60
5794 5613 11
7189 9780 74
865 6610 39
557 5182 70
1386 9729 73
9028 9284 60
8376 3546 55
7790 2771 95
5264 702 32
815 2588 29
7564 1208 34
6238 6445 65
5175 5116 48
2070 2226 38
1380 6574 86
4607 4297 32
9830 5915 88
1007 7332 76
3141 5305 48
9724 7583 79
8309 4912 10
5689 4661 12
6752 5966 0
4146 8737 67
7056 1318 46
1564 9178 53
2159 9278 34
6832 7334 52
5366 9467 47
883 6016 5
2276 4874 70
6537 6984 51
8085 7581 40
3833 452 25
5921 2041 99
9604 1776 58
5833 6494 62
3817 9165 21
8337 5223 1
1646 9287 37
5300 7299 78
606 4808 12
4245 5069 18
5100 3038 45
6050 377 35
8735 8442 28
1746 4426 98
1467 4048 23
6958 9024 11
6831 7943 43
287 2551 26
9875 3459 72
4307 4534 59
2064 8725 61
7034 9381 89
631 190 18
2784 2809 44
7520 7080 53
4783 8934 95
2458 6275 75
5671 2987 39
3046 5467 6
4451 7308 27
4690 5322 91
6543 2445 44
2397 3798 91
9924 9541 31
3687 9614 91
3474 7356 90
6831 7870 65
3700 9718 49
4274 4051 13
359 2692 91
2128 7585 95
7195 6767 75
7514 9832 73
5149 3474 51
3593 8823 19
7041 1673 78
4443 8589 25
9114 683 96
1889 3175 23
1525 7797 40
6904 9561 63
8049 4265 9
8342 6866 54
2051 4078 69
5093 7364 73
8042 9585 8
9998 4278 64
738 8652 47
4439 8196 75
4370 937 13
3723 4559 57
7233 4213 32
22 4750 94
4753 447 5
8094 2560 25
9905 4614 72
6234 2839 40
3782 3750 15
1825 8687 21
7271 4143 17
791 599 82
789 1610 3
3113 6790 98
4943 7204 35
8285 5919 86
7601 4418 12
2030 2364 48
8060 3292 79
3781 9981 71
4004 1594 28
8533 672 61
81 5332 53
5251 4535 74
569 1282 55
2475 9036 66
7694 8714 14
7727 7093 76
2031 8327 4
9344 9344 69
8651 9111 49
3333 1516 59
318 9359 69
1803 240 48
1394 2383 67
8649 5145 17
2857 2814 90
5875 4420 15
6584 2810 76
8647 7340 79
5023 170 41
1875 9596 66
2763 3447 38
1296 197 7
9096 6612 60
8621 4061 57
432 1944 83
7344 1083 70
293 1683 70
6414 4512 51
4622 3627 90
5337 1904 88
6427 4511 44
7007 722 3
3044 4800 84
3783 3431 23
4678 1935 62
5669 7811 94
9812 9817 49
8429 5221 33
2842 7400 34
1042 9140 94
6105 7778 8
7258 6188 71
6667 6849 93
9737 5453 0
5656 1599 70
4693 2517 89
6155 8068 25
5513 5640 58
6437 4057 66
7557 8372 13
13 4771 6
5880 7736 25
5621 5243 25
3015 6520 34
8650 1896 15
8868 203 49
6935 2285 71
3421 7416 63
9866 6964 66
4376 5559 25
1100 2962 80
3130 6524 25
5896 2268 14
4514 8695 91
7619 1975 75
296 895 41
6532 8548 41
4486 4129 17
6604 9036 8
4010 5410 60
3827 525 46
6506 1416 18
1513 7751 39
3875 1906 82
9773 812 33
9200 6011 57
3835 4990 15
4492 2873 40
1813 1574 7
605 2816 55
4605 70 23
958 8969 33
3868 2817 84
5511 6998 89
8528 4097 82
1006 4033 84
3034 1336 38
8036 3392 32
5256 6617 40
2927 9808 62
4313 1972 44
572 612 24
4254 3410 60
8464 6818 95
23 2317 47
4632 7935 40
8292 8407 61
2166 2228 94
8004 5251 50
6976 6778 29
6044 5228 55
5210 5815 17
8132 7630 66
5879 6984 54
6245 6839 17
9258 8548 38
839 9194 55
8699 3805 53
344 5588 37
9315 933 35
1441 2555 12
1367 2322 70
740 8353 88
8333 8438 12
9243 4404 75
4661 2913 38
9854 6255 52
3352 402 51
4482 337 28
9355 8243 77
1124 5971 31
5356 7419 37
7854 8218 81
214 8614 76
2481 7518 30
8950 2708 42
7695 2690 37
2861 4745 91
3795 5400 84
4487 7502 51
4997 477 72
5597 6202 25
2764 8120 25
95 1079 96
5048 6905 0
2042 9064 57
8567 7975 36
150 4527 65
1413 494 24
6560 2727 3
5335 2676 15
2354 714 20
3813 3931 43
7453 481 75
2534 6366 2
8092 5539 50
8490 243 80
1839 8278 50
2652 8434 98
3160 9863 81
2339 9142 30
2754 7227 82
3143 3596 41
5844 4674 26
6116 3709 78
8662 266 50
2128 7153 68
9904 1121 50
9352 7849 69
8609 5187 72
9416 8147 12
7620 9188 66
4356 2110 37
9737 2116 40
4713 3815 34
197 1791 0
4551 5620 16
2334 5915 70
9005 7420 56
1313 9363 87
5736 5288 73
4859 1133 18
7122 822 92
5501 8514 73
4381 2984 55
8818 8074 39
878 4937 9
3660 5956 49
9313 7631 92
1324 7567 31
4003 549 23
431 2504 54
6083 5721 49
133 3153 36
8229 857 30
3915 3519 56
2226 5867 39
4225 6886 74
7100 2743 23
9784 4930 18
3432 4264 15
8477 5830 87
8954 7476 31
5213 7040 82
1878 1008 17
3528 7217 0
2860 1109 49
1120 7278 48
2278 7067 19
1043 3248 27
5316 1021 70
1223 9255 24
1852 1210 54
4882 2586 1
1291 533 8
6228 5739 56
2892 9647 66
262 4816 27
9228 1596 46
5605 9571 67
9934 5663 85
83 5407 89
5957 4386 30
9995 4828 24
5595 615 74
8033 8188 10
3521 2923 44
4390 4327 16
6504 4648 24
6458 2890 48
4601 5106 24
3998 3166 56
6890 6800 91
4527 8824 10
4997 6677 7
8892 1088 66
7181 605 11
7502 5685 78
7577 3744 27
3024 9792 7
6760 1550 28
2322 3410 32
1184 1034 58
7489 1348 58
4943 1107 58
3855 9435 4
6509 9652 61
543 5026 63
4433 8253 40
8022 7924 49
3971 2406 98
7221 3400 17
7732 58 32
3329 190 70
8419 1464 19
9813 6431 29
1228 4721 45
2202 6088 55
9456 8345 7
9875 5361 82
2759 7957 72
1689 3260 46
8001 8418 58
8409 1254 32
7036 9532 85
3255 2412 66
7075 9525 29
2833 3475 61
993 158 30
5797 1355 63
7393 8729 88
877 5433 4
4256 1179 81
7306 6402 17
7737 7404 94
9874 1929 55
1421 7049 80
1902 7451 15
8558 9322 1
8695 8551 38
5812 6436 61
4940 8991 92
4333 2652 66
2717 6660 65
757 5130 7
3938 2749 32
8629 3777 66
7723 2776 37
9415 3484 19
5939 3751 89
7913 7899 71
670 5797 65
2093 6806 76
6138 3421 0
2471 1793 16
4772 1891 33
8793 8552 37
3415 9180 77
8216 7886 20
4420 2592 70
2190 6917 10
4152 6268 52
808 6239 70
8043 8009 18
4381 2694 59
7295 6100 77
697 8683 74
2333 8630 16
6950 4550 43
7563 4231 86
3619 1276 60
8028 6669 5
9044 1957 80
1116 7687 48
5580 9054 60
7448 5768 92
4408 1680 57
1422 185 10
3219 6573 55
8685 5036 82
3712 9018 36
3961 5748 80
8508 8567 67
8768 3621 13
2497 7820 79
6265 2514 77
6692 8365 37
7024 9533 94
495 9122 87
5981 2790 85
2798 3851 86
126 8037 69
2283 5632 45
6570 5296 90
1407 5569 40
208 9988 36
8296 6462 38
9223 5056 77
4031 3102 9
3241 9001 28
6665 7139 91
7384 8939 91
4806 8937 0
495 824 15
2522 3341 24
6394 7969 16
8830 1179 46
6830 7896 62
1800 9004 71
2488 9581 87
6838 7104 80
1352 6014 14
4158 9262 92
1682 2361 84
3016 6798 79
7415 2154 45
1706 3110 93
2455 3385 44
7277 8582 39
180 2628 17
4953 4787 70
3261 3197 63
8803 461 46
4467 5070 47
4493 3211 71
9086 7483 61
3106 9202 64
5374 2309 73
7940 6583 4
2826 9460 49
5497 3268 39
8954 8834 90
148 3440 57
9787 5665 32
6152 412 99
7375 6517 35
7977 5738 52
413 7500 36
305 6524 54
1027 7637 16
436 9831 25
5422 4220 51
1014 4666 98
2756 4235 91
7809 4077 65
8544 6864 15
4253 5989 97
9847 7451 71
8164 5055 81
7545 4022 79
2104 824 96
5264 9188 18
5206 4830 25
5229 7032 98
9997 2725 41
2957 4982 36
7744 5187 37
6436 2105 59
8472 3685 60
6371 8928 15
2304 2717 72
4403 7222 3
1829 3226 80
5433 1369 72
9937 6615 50
1482 938 7
5780 5474 25
9646 7136 61
3045 1388 28
7005 271 53
2805 8391 20
4042 9213 74
849 9104 23
2144 6266 76
9075 5547 28
5018 7581 76
7395 9480 30
8285 6198 1
5897 9470 73
2300 9185 59
4903 1604 97
7355 1851 23
170 8219 71
6018 8764 67
9261 6414 28
4241 7316 12
241 447 7
2930 560 25
5270 8749 60
3044 3607 49
7157 4512 65
4651 4559 68
6334 342 1
9187 9805 44
7775 4639 24
7327 3619 76
625 1948 80
9278 1603 1
6627 4892 42
3733 8503 35
1168 1300 63
9707 5673 48
1986 5252 83
1758 3409 77
6050 6907 88
4657 7875 77
6803 3200 52
3749 4203 91
7842 1137 1
1150 5125 63
5448 6628 22
4779 639 90
4180 4384 72
559 5383 59
3935 4192 7
2742 9045 11
3213 9177 81
6205 5573 49
5472 7697 70
2290 4664 42
6982 9535 75
8385 7262 60
2493 5982 38
3026 7613 45
5156 2691 7
5871 5654 44
8156 7820 89
9679 3004 57
2924 5197 66
1653 4039 4
6577 9419 43
7531 6966 31
6114 3197 12
9554 7188 89
6467 7402 16
7908 1192 36
8990 2186 48
25 6517 48
8788 7594 34
2704 2691 21
3066 6526 13
8746 9003 82
8782 2772 20
6087 5404 10
9260 7399 25
8154 7019 3
2575 6242 33
2339 2515 62
7550 9214 92
9834 804 73
5587 9091 34
6350 7037 68
9228 4814 32
2391 9946 31
1976 4123 6
2641 5547 50
8608 5334 42
791 5910 9
6266 4535 98
2929 4547 81
8739 2953 32
1126 3291 43
3946 2863 88
304 5128 77
6386 8573 75
5331 2037 98
1767 4065 95
5625 7576 80
9318 6363 86
2025 2344 81
2585 9036 77
1657 9558 94
4318 8591 86
4178 2755 69
6295 2226 76
4624 47 7
6663 5776 0
6233 1010 29
3672 4214 4
7973 1234 22
8954 845 33
6632 6264 51
1125 3620 62
3597 2845 64
6271 8391 57
3186 5897 85
449 8534 77
8002 1579 91
6858 8537 33
4496 5231 73
4083 770 28
9475 6789 31
2216 1910 23
1446 4700 95
3012 454 89
5687 6975 39
4468 4589 56
1776 4485 5
4121 2609 6
1525 725 71
9259 1981 21
4826 5215 50
8737 6602 50
4582 7256 10
7801 5863 24
4087 7774 43
3262 9242 68
1138 8990 18
9835 7895 20
7148 8957 15
4527 5108 15
8447 4 5
2064 9719 46
9227 4543 57
3788 4171 17
4399 6950 39
1014 1050 14
9950 2712 56
5749 6441 49
8748 8367 91
492 7270 54
4448 2314 54
667 9427 75
8826 9852 9
1801 1225 62
5 4334 89
9836 5480 98
1096 5523 25
3940 2197 21
1627 9106 36
7734 2659 20
3210 1885 94
5589 4373 92
1854 1605 22
2275 1488 70
466 1693 33
8554 863 92
6335 6032 56
733 2921 61
6750 4201 20
901 4478 45
9889 8684 41
9941 1589 6
9020 7777 9
2603 5389 86
2701 6903 52
297 7696 96
8165 9045 87
6306 2286 80
4797 9866 48
7096 5558 10
6300 4626 1
5918 8653 8
7178 8369 49
5918 6286 22
5906 1373 72
1095 1057 29
1566 6751 7
744 4436 35
5502 1320 84
8904 4877 81
9500 2606 35
1567 2936 82
7628 200 49
3626 7038 82
1118 8507 34
8573 3000 93
8315 9801 3
6056 1461 19
1449 8601 2
7646 8533 21
2371 1509 45
9848 2716 72
8956 7580 44
8364 7646 25
2789 4682 56
8025 1770 24
3321 9166 74
863 1318 66
7468 2946 58
1079 3874 96
5658 196 9
6557 6256 25
9179 8100 11
42 2703 94
4512 1569 78
3350 6246 5
9467 9324 1
6237 5391 79
2549 7597 14
3369 1682 62
2693 3010 5
4365 2026 72
3080 4104 11
9684 401 19
4199 2735 2
9329 3718 85
529 8541 74
3129 6324 52
5288 7667 6
7484 4354 44
1499 4714 33
6680 6431 8
7717 282 89
6801 6422 19
7295 2529 90
1496 4297 29
6210 8167 96
5392 8602 58
4811 3942 62
8173 8464 34
6383 7497 15
4591 1063 18
5857 1450 50
4684 1489 59
6525 3676 48
5477 9116 17
9010 7110 39
4352 8653 49
2609 3412 40
1358 8159 22
4855 5491 79
559 1653 59
7594 8856 21
5074 2741 13
4106 6859 92
7515 5246 59
8858 1165 45
3413 9386 51
9242 955 59
4307 7603 93
5923 1108 53
6896 1276 94
7794 581 69
2472 1054 84
7796 8373 12
5169 7583 99
8195 6538 21
3524 5485 59
257 7141 51
2206 9249 30
4906 2794 25
5248 7428 35
8366 1152 8
4796 6054 2
4763 9850 98
5450 4092 27
7933 8919 17
9857 2528 20
3168 1333 74
9265 9897 17
4060 8653 76
864 4905 27
1896 5063 54
8701 8446 28
58 3432 82
5406 6834 82
7346 3038 13
6749 805 26
7726 1299 52
9579 7256 24
7395 6442 54
6001 3637 70
816 6154 36
5258 1895 36
7741 1309 31
8924 5861 47
9036 9488 2
8673 3814 2
8229 1222 59
1975 7911 70
6092 2202 29
4273 9748 86
9087 9918 77
3927 2804 55
3046 1123 4
5556 3487 14
211 4823 97
526 5113 54
7478 3219 59
4346 3447 92
5910 8093 16
1937 7554 30
6244 3135 66
5402 6124 29
782 2296 78
862 2501 38
3743 1083 47
4744 3223 49
1592 6425 93
9278 1479 75
1523 5629 42
1497 3376 59
7817 553 27
4586 9699 23
959 1009 44
6531 9742 83
3113 5861 48
7704 8933 56
3711 1148 49
6099 8732 30
9857 6715 70
4194 2901 43
3745 2053 83
1492 1543 83
1022 2989 80
8596 2795 63
5238 9140 45
9744 8269 18
8095 9194 98
4611 4354 92
3488 4181 97
867 4707 60
398 5768 52
2829 6538 97
3699 9186 13
9363 8593 94
3871 7447 59
1136 5529 1
2804 7546 81
9516 4351 51
5591 986 1
3674 5677 34
3906 4709 7
6840 735 55
2153 936 50
3921 3749 2
6498 6056 23
2699 3291 69
7729 5674 4
9958 6686 44
3968 5440 74
3578 3045 3
7766 7446 35
898 7392 68
1409 1844 6
3600 9788 74
5404 2049 69
977 1554 8
7448 9181 97
5063 8178 92
301 3819 72
5344 6971 86
3741 249 88
1925 3347 60
6591 9524 4
2973 6958 5
6048 7723 60
2589 5672 97
7431 3234 33
1444 3846 6
8139 1245 29
3739 2744 50
5682 8217 61
7994 6468 71
2395 6758 28
8130 9148 13
2665 5544 73
4080 6911 53
9111 9102 9
5672 8739 78
575 2619 19
9986 1775 62
6063 196 8
1450 1158 44
5508 2155 82
153 4019 24
3402 5067 72
3678 5244 30
336 4855 23
2679 6200 59
3190 4233 96
6398 8143 86
1991 3598 35
782 871 11
3028 1051 60
3195 7854 51
8734 5188 97
8142 5576 35
5276 4632 36
7380 8085 19
187 6868 75
8601 3917 5
5284 9817 38
503 4159 57
7918 3777 18
4010 2601 77
776 8603 43
3147 3785 38
1221 9168 29
9942 1075 2
5967 3995 40
1970 2837 59
808 1799 56
4727 6981 17
9684 350 74
1125 366 37
3666 986 26
7647 9732 99
1201 9743 38
6768 2981 56
86 7436 78
3070 5894 90
4237 8854 51
4881 8903 13
6536 309 78
7549 8753 68
551 8485 45
9987 9639 92
9699 1943 46
3786 3612 34
5364 4586 66
518 1891 95
4941 7033 62
658 6582 11
1681 4011 22
6288 8081 30
2697 7920 11
1023 3112 32
1240 2139 48
5530 3127 95
2671 729 17
7160 3350 42
7676 9925 69
9858 7138 30
2805 5000 29
9634 7946 70
7183 281 25
4790 4208 74
3836 4978 47
254 8526 91
8346 5092 32
5846 3137 96
5871 9422 96
3827 9209 85
7642 6536 55
4104 9281 29
9019 1709 29
5176 5505 63
5713 8165 13
4542 8136 84
5936 248 69
2014 9953 50
7679 4959 90
8659 8052 70
1622 2779 56
8892 644 78
3514 3879 38
9027 424 4
5419 6333 67
6731 3263 11
7911 4767 49
5625 9810 68
5953 2722 87
1993 3440 13
7373 8140 21
585 6369 24
9974 8308 13
8216 8541 59
9643 3187 87
3334 7271 13
444 5720 43
2029 8974 24
58 9754 49
9700 9290 34
2557 7705 61
7217 5375 43
5239 8182 36
2864 1574 60
1757 2611 87
749 7887 14
4490 4040 63
963 456 94
5220 4661 27
1582 4405 45
3949 8836 24
4045 174 35
9489 2598 95
9534 7120 56
1591 4222 18
9207 993 83
9943 9688 57
6661 6647 18
4132 7936 51
9231 2632 70
989 7348 81
5243 2070 53
5960 5145 8
2814 3504 21
9251 9106 79
248 3200 59
5582 6919 81
8979 5909 31
5135 9931 96
5054 3197 23
2665 582 23
2358 462 20
5743 9547 13
87 3327 71
369 4391 36
3352 7550 73
9062 4149 65
2809 2465 82
7805 60 5
3630 9035 61
4448 217 40
9176 1301 23
1701 5520 71
8683 4569 93
7642 8155 75
1147 3683 60
7378 1565 88
5258 8437 34
6720 4196 83
2599 690 7
7852 1442 67
6333 3243 76
5692 6326 28
7658 8805 2
91 7528 10
6860 9665 39
5872 2282 56
6592 8064 12
2523 189 64
1650 6130 31
9381 2585 53
3506 8169 46
2650 3289 67
8986 9579 49
7117 8068 11
4917 604 71
438 40 70
776 714 0
1505 4614 53
8270 2908 96
5102 3282 84
1157 9986 1
5709 4523 71
8400 8530 25
6759 9937 4
4926 467 57
1259 4535 58
3683 1982 49
674 7331 19
5176 5068 69
7773 4935 67
3604 8608 54
9246 3815 40
8667 1132 2
2468 639 72
9765 7693 68
36 8036 58
1739 7324 52
991 1237 30
3866 2033 44
2237 850 49
3158 9151 59
4504 7314 32
678 7477 90
9062 1252 52
2119 1106 69
3880 546 42
5208 4940 62
4377 7236 43
9162 7388 84
4065 6799 19
3622 1226 6
7723 352 46
2265 5163 93
6944 8569 67
669 9535 73
5306 6882 1
9606 9471 88
3028 2712 81
2259 4871 88
7448 2905 10
53 5640 49
3844 6614 16
3202 3288 32
3923 609 63
1450 9509 76
9037 4489 79
1172 1549 93
9412 7624 56
8397 547 14
864 5763 50
4635 8675 24
5240 7750 24
7531 2518 71
4570 9083 60
7719 3408 75
8889 2313 68
4121 3571 89
443 7147 45
9560 4354 72
3796 363 77
8364 7054 57
1468 2274 15
5769 3726 73
3768 5264 86
4832 8197 56
4652 9539 1
6624 1558 16
8425 872 66
5538 5391 71
2653 3462 24
7553 1929 94
8146 4132 65
9463 3749 92
457 6423 99
3811 3840 57
195 5169 40
2167 4491 99
129 6057 35
460 1317 68
3697 1531 66
5460 3487 37
8311 3896 13
3501 6454 41
1098 2894 95
4977 860 66
1320 2074 59
3460 4995 50
8796 3285 9
4115 5987 73
14 8018 31
3598 4702 97
1120 2950 65
3435 2918 33
3567 6522 90
1927 2449 79
4124 8430 61
1465 822 1
824 5908 29
4369 7518 96
809 4310 98
3652 4728 58
6639 5738 43
6576 7461 70
723 1111 80
7331 5161 32
7833 1243 86
3075 7126 57
5276 8387 62
3753 1666 66
5799 3486 9
345 6794 82
6417 9463 30
4132 5566 50
6191 319 38
4705 9463 40
66 5506 57
115 8484 64
7060 1303 79
2728 2225 61
2343 8920 53
4299 2999 48
8969 5199 30
7254 6964 53
2064 6606 4
4963 5025 71
7953 4197 6
3366 9544 12
1657 210 30
1390 7110 21
5170 1307 71
4851 6354 24
3927 2239 39
292 2285 98
3440 1427 5
5113 4174 74
3862 3111 23
1877 3317 28
7603 1942 34
3977 1210 91
4990 8469 50
3915 9593 39
4701 3963 21
6826 3683 66
9736 3294 90
4172 3090 7
5410 4365 94
5506 3164 94
4214 1078 44
6560 1105 52
8611 7167 28
1462 7367 40
7073 4098 51
5879 8707 9
2249 1966 75
2658 1408 9
2721 3125 46
1132 2000 40
1181 598 58
43 3316 55
3203 6093 54
5424 3785 22
5754 7509 20
6646 8204 97
8289 5800 67
1471 6807 25
9284 6710 28
4812 371 7
6981 704 34
7755 7098 91
1591 5556 73
5603 7739 29
9290 9296 62
1002 2374 6
6189 165 97
3921 8552 16
7617 8406 38
8189 4462 74
1578 377 39
9700 7764 10
4746 4294 19
1930 5644 42
9451 4897 78
999 5243 62
7745 9530 17
2521 9155 71
2771 2949 74
5526 1034 94
6568 6414 80
3121 8223 20
3211 1227 59
9493 7062 6
1302 5835 22
3595 8721 42
3721 4121 76
4489 931 47
9039 5411 1
1507 4146 85
4202 682 21
717 6148 64
9918 8336 50
7627 9082 77
3585 1053 39
5964 7703 32
4582 1322 70
8209 1480 79
6124 8689 39
1759 9846 99
9606 6035 54
47 1851 68
1471 8012 49
5946 5409 31
1541 5844 19
3072 8451 73
3593 5008 32
4775 853 78
3461 8854 32
5670 8582 51
374 9262 50
6757 4999 82
6910 2543 30
7484 6336 46
6625 7831 15
1704 6545 73
3418 164 12
6445 2871 43
4175 4438 45
3422 7922 33
1064 4629 79
3129 1012 51
5202 990 34
2534 7088 63
5014 3107 77
1287 1518 5
8337 1173 16
7415 7842 16
7740 2582 88
9684 1870 50
421 9617 27
8496 6891 78
7480 8610 83
2357 9441 23
6349 5160 9
6453 6759 47
212 5395 61
3977 4185 33
5013 8738 79
8920 1563 62
2588 5721 10
346 2062 53
1874 4916 2
5800 1372 22
7196 4819 99
3998 4074 91
9661 3364 41
6642 1382 63
7315 9117 88
5624 7269 34
9788 8791 58
991 2749 39
4623 4045 36
6105 2052 98
1230 4500 97
7160 7339 5
5919 1543 65
7658 9552 96
2564 9604 16
3251 1059 44
8866 7560 14
8501 4743 70
6524 5146 32
5252 7346 79
6831 681 76
8064 4549 18
4786 9847 96
3108 5523 0
4990 1725 99
1787 6426 72
261 787 41
9566 4032 39
4470 7977 21
8096 5555 32
9453 145 18
2755 4354 37
7784 4939 75
1976 4873 79
5043 8446 72
4694 7882 88
5251 8538 35
1834 1534 50
6788 8777 44
5535 2535 43
1460 4601 80
210 8671 65
5775 4443 55
4071 837 35
7823 3933 11
6228 1163 1
2598 4605 61
7283 1910 5
984 4424 30
1143 2806 37
5501 9099 93
6752 8098 2
1212 3050 54
7647 5211 22
8058 5707 84
7369 3845 32
8206 1742 72
6417 3975 30
566 5620 34
4092 2162 94
6629 294 30
2706 6975 29
2222 2908 13
8707 5212 18
8540 1816 50
458 9787 80
491 7043 97
6550 8957 3
2936 1193 26
1060 8533 7
5651 2669 40
9203 6362 87
4263 3978 81
8660 1136 2
1049 7053 51
3094 5418 39
5729 1887 63
4283 4446 92
2960 6844 75
9899 248 12
413 4521 84
6330 932 81
5142 882 98
7774 4351 52
2328 2213 20
1693 5368 0
6546 4700 27
2312 2457 81
8016 1687 50
5217 637 8
7982 8318 87
4890 6416 50
2601 816 57
6095 4533 44
6103 5839 92
6945 4532 33
5800 499 74
9308 2648 49
2925 6154 21
2494 5603 79
76 2728 49
4006 1408 10
3047 3586 63
9396 6783 35
32 6233 29
3141 6433 45
5233 8328 21
6421 9178 88
4361 5673 73
4819 6465 70
6662 6480 95
6175 6510 34
6278 9358 72
8823 4139 3
6539 3411 94
4797 4838 62
5000 4551 30
4904 8659 3
843 2316 94
9534 4326 14
6109 6600 74
2065 6349 21
2846 4987 15
367 2466 26
7487 9157 23
8889 3727 70
1860 3403 64
7958 2352 50
6067 3762 32
2933 2181 8
1110 6575 56
1833 3509 10
9669 4236 16
8679 979 40
7375 1620 85
1323 1693 98
2942 3096 37
5467 5749 83
9070 3175 26
7231 7536 18
4139 9252 20
2182 6469 83
299 4408 49
4751 6479 71
979 5313 13
6856 1653 2
4374 5386 11
205 4876 8
7074 5636 84
7550 6359 43
4390 8902 42
8663 9079 7
3329 167 32
9464 4822 63
6450 3205 42
3689 7079 8
2963 129 7
9905 4114 73
7830 6718 28
842 1758 98
9380 6044 43
461 650 26
2904 6790 78
3888 5011 14
8907 2009 65
6059 8975 82
5236 1657 85
8473 8259 50
7966 8734 16
7412 5019 49
3371 2172 12
3853 3128 2
7469 392 79
3841 6105 13
4660 4939 10
7967 1393 30
4382 2369 62
1023 334 69
2340 9209 4
8947 6993 44
4798 7653 53
7561 2250 71
3012 9437 47
8573 3868 49
4225 1795 35
5661 5951 83
2691 9593 0
6791 3226 7
9958 4577 90
992 8240 32
4023 4697 41
7192 8812 7
6087 9725 30
8974 8602 3
6022 584 67
3749 9629 46
184 5176 0
1145 6445 7
98 3216 29
7648 208 43
3732 844 19
1639 9510 41
7347 4273 63
538 3379 50
7394 5352 87
2213 1327 47
5403 3496 56
7221 1583 11
453 3809 61
417 4693 79
4533 4500 27
2822 7671 96
8338 7456 26
3708 2864 55
8716 6896 19
3803 3716 40
6988 3966 82
4601 6994 1
9510 9060 15
3809 4660 57
4459 5306 39
4714 9446 17
9733 1760 14
9236 3790 9
9708 9274 59
8333 7480 19
3186 1266 11
3855 3017 28
20 5912 83
3279 7846 85
5593 8581 99
7651 208 90
3829 7937 31
4012 9872 55
2678 6435 98
6656 7574 39
1688 1721 7
2439 4856 25
3484 5233 98
9135 9210 40
4663 2471 10
9858 9770 7
9062 3609 6
9766 7037 27
4221 72 19
495 9316 62
8007 4328 97
4598 8557 5
5983 879 30
2006 9702 79
5335 4932 76
5483 7370 52
6718 8825 39
3007 3253 52
7560 1252 39
2301 5256 75
6988 4941 62
133 3464 85
2977 9612 75
6903 6968 18
74 1778 76
7245 3477 71
1682 7343 78
2058 551 11
672 5989 76
6449 5964 56
2274 3614 55
7046 2473 68
8687 2226 78
8583 1389 48
1859 8266 84
4479 4220 18
