1000 5000
313 233 29
466 444 26
514 461 68
343 156 42
194 868 60
499 130 41
934 980 39
566 899 87
986 4 50
98 862 73
276 858 47
39 918 20
145 483 4
342 122 4
526 449 12
35 923 95
67 43 31
291 160 55
502 312 47
690 534 16
373 146 73
726 788 35
412 669 84
608 730 91
784 922 69
211 433 12
239 798 60
213 210 37
539 339 90
278 771 67
862 610 86
973 880 75
986 995 99
614 564 99
447 75 47
208 104 39
836 732 22
992 91 87
46 866 40
666 495 79
195 967 97
372 690 31
514 709 84
964 123 50
447 217 59
146 943 14
994 688 35
706 381 27
595 304 65
755 425 20
485 136 19
346 838 81
311 790 80
484 678 20
419 397 76
395 367 80
259 631 69
730 131 56
105 655 52
240 488 23
719 441 77
962 511 51
730 573 16
129 766 57
693 67 7
582 20 52
814 815 1
274 164 78
308 984 76
219 868 86
397 734 97
754 303 8
433 230 59
858 694 91
437 545 6
434 452 31
408 662 87
761 523 91
452 634 20
113 139 22
389 725 76
409 513 21
988 898 6
375 67 60
671 900 41
845 109 72
881 555 35
870 306 92
694 601 96
553 279 0
975 691 43
817 681 50
83 598 37
405 891 76
3 969 45
514 942 14
25 64 64
529 309 85
80 625 18
74 921 15
224 778 67
800 937 36
343 707 64
843 835 90
785 347 44
861 536 2
973 92 97
888 395 85
256 852 22
192 938 64
679 926 67
412 400 84
175 492 70
167 914 3
93 870 75
14 862 61
758 847 32
494 629 71
770 496 77
960 175 38
24 248 70
569 987 65
124 394 0
101 47 58
44 438 78
477 474 90
916 505 54
250 491 96
631 838 81
110 111 88
371 911 83
285 753 36
377 789 72
262 871 89
385 579 32
186 879 35
343 646 60
58 759 15
337 127 99
659 396 25
792 232 26
185 501 73
961 377 8
750 804 15
66 610 43
731 93 87
307 892 24
289 582 51
145 128 81
367 278 26
707 539 88
646 119 42
255 177 7
840 825 28
111 562 51
68 448 35
410 431 96
658 592 15
580 122 87
85 977 43
147 288 21
557 878 90
699 92 20
606 180 69
274 811 33
656 32 75
86 913 74
564 351 42
789 287 92
183 8 75
599 358 31
238 523 1
66 691 75
279 721 7
142 313 69
934 196 96
548 414 43
600 543 97
231 855 46
552 265 68
850 283 44
741 225 1
909 303 10
920 396 31
349 140 56
315 10 45
6 651 71
785 777 81
226 821 99
110 57 98
866 253 89
661 434 10
459 58 87
424 956 91
932 934 64
74 594 0
745 732 26
888 711 51
529 304 2
581 569 98
711 79 89
418 741 99
544 701 74
449 408 58
296 246 34
524 801 53
543 354 56
837 255 37
585 68 63
249 170 94
817 984 14
290 795 12
138 586 82
831 521 17
24 309 53
355 758 3
93 955 73
685 22 48
506 379 18
295 315 57
209 890 66
897 893 27
773 818 2
462 819 79
450 323 15
591 737 77
161 963 4
149 859 93
132 962 14
865 539 95
924 487 35
659 371 16
277 725 26
931 876 17
510 768 11
94 783 59
426 516 26
507 456 35
977 669 93
992 714 10
887 742 94
208 701 44
808 424 92
460 62 95
329 406 70
482 831 24
770 118 86
84 872 60
815 722 14
256 575 58
755 744 56
838 593 68
111 178 21
45 938 0
675 356 85
416 117 49
55 528 36
805 799 4
212 907 50
257 550 72
501 930 53
244 183 29
899 825 54
988 927 57
940 790 63
386 441 0
807 372 60
886 741 69
375 143 13
628 933 7
417 210 26
885 389 26
923 853 41
218 777 96
13 625 50
886 856 40
780 822 23
660 157 79
477 982 90
867 426 79
0 104 4
933 868 3
367 256 11
303 329 29
876 738 40
598 898 61
540 768 56
473 610 34
400 35 46
82 238 77
581 184 82
223 83 2
421 850 18
526 187 25
663 913 43
79 544 26
159 891 99
752 282 9
884 8 28
312 553 41
315 615 2
446 458 74
523 119 91
817 892 90
220 298 9
341 4 37
748 672 44
196 338 9
56 477 68
118 155 50
733 832 28
704 382 29
402 770 94
120 231 59
370 519 83
659 927 62
848 819 20
587 906 51
818 820 14
728 703 7
634 170 47
898 395 90
651 382 27
912 19 89
537 631 37
431 358 99
522 817 43
136 866 97
949 989 47
734 236 51
75 433 97
658 789 0
752 809 9
132 224 27
701 227 3
888 61 39
712 44 75
490 226 2
479 868 48
827 170 30
140 633 35
945 434 10
130 879 11
502 738 18
920 369 56
809 633 33
963 650 25
169 109 47
118 868 11
95 209 2
681 49 62
503 948 18
577 298 15
11 219 81
316 816 99
337 745 91
819 418 19
6 769 22
234 549 45
419 684 96
791 652 44
352 928 65
112 968 74
166 782 15
794 315 62
521 243 56
876 103 54
440 450 10
896 356 66
399 22 10
597 363 75
216 150 84
290 134 77
376 703 95
12 838 63
347 460 82
773 524 25
710 225 70
765 41 73
927 378 17
670 934 0
952 473 32
973 234 44
29 195 83
7 716 61
2 953 0
878 695 52
505 76 79
166 901 9
108 495 64
137 933 55
974 507 64
517 596 65
644 270 37
500 769 59
758 883 15
155 819 32
805 300 40
961 711 62
906 788 28
837 618 62
940 583 19
854 246 54
850 990 82
409 851 66
237 956 96
574 458 76
350 783 23
725 692 53
433 586 16
616 329 44
182 627 84
769 785 16
366 494 96
323 623 98
96 691 7
490 454 15
678 701 15
275 980 18
60 110 16
909 469 3
262 88 18
751 722 66
57 17 4
492 129 2
317 448 23
31 404 77
786 368 13
601 395 30
479 595 36
846 443 0
215 581 89
246 585 81
62 192 45
836 59 95
192 957 73
353 150 0
856 390 63
697 550 84
163 600 64
94 856 30
458 320 65
477 379 51
950 853 78
100 230 74
803 985 79
165 228 81
76 656 76
78 122 72
525 86 87
967 169 60
117 70 10
47 468 27
563 755 27
647 762 64
233 670 86
295 651 74
336 609 71
565 231 5
572 145 44
938 46 16
505 39 49
650 21 55
591 704 56
160 458 93
628 4 77
209 210 99
431 843 47
729 869 58
24 684 25
461 801 44
981 8 79
510 303 31
523 313 2
839 773 83
428 269 31
498 855 61
911 470 77
635 551 46
219 66 44
173 145 5
29 932 11
398 543 64
822 63 76
676 92 76
624 116 15
836 649 58
194 245 6
531 116 37
672 953 49
116 101 29
7 241 74
761 681 5
925 102 92
649 15 66
48 637 87
507 418 46
655 54 19
280 322 14
717 900 36
297 241 68
707 15 26
937 115 18
54 36 52
527 818 90
938 635 63
537 967 21
41 851 72
644 176 18
111 462 85
306 0 40
608 21 33
903 89 94
831 45 13
327 877 7
937 42 35
657 614 53
577 542 26
197 223 92
95 777 26
951 637 93
78 29 89
580 240 73
578 844 66
650 280 36
132 677 25
722 451 87
237 536 34
984 561 91
465 996 57
683 497 22
55 425 21
298 535 77
653 369 26
445 423 11
181 343 12
998 874 79
628 992 40
862 5 83
200 225 20
873 444 85
684 234 80
762 781 82
828 296 16
27 593 18
200 490 7
288 297 82
680 818 60
40 701 63
433 749 25
809 640 51
836 61 49
26 673 29
899 447 53
172 551 63
366 148 35
295 52 63
264 106 28
806 674 33
690 785 41
319 419 70
745 47 88
119 457 8
298 923 75
559 583 11
333 561 8
572 970 19
974 593 95
746 228 30
814 849 72
343 671 70
260 43 31
42 88 55
0 534 95
362 843 43
525 900 55
711 689 12
545 707 18
431 404 32
597 321 50
672 604 51
89 391 0
622 563 80
881 546 33
785 826 49
586 362 46
879 608 91
647 902 47
84 775 16
826 557 98
511 607 13
560 419 92
92 833 2
530 495 9
65 795 19
799 614 79
823 659 20
661 851 57
374 456 26
257 752 58
978 531 24
131 490 93
141 38 96
731 517 29
534 132 57
248 542 80
581 900 18
233 32 63
28 691 28
457 880 36
341 263 19
736 317 17
917 17 13
653 492 11
822 929 19
58 891 51
594 111 2
351 241 41
767 383 48
788 922 82
679 178 84
58 489 50
48 221 5
397 131 47
413 972 3
497 90 36
10 455 28
597 616 8
14 940 55
770 577 68
574 68 66
425 637 98
399 970 95
356 133 50
221 114 45
844 903 82
331 421 88
172 24 68
53 562 70
31 953 4
472 838 81
415 64 4
477 406 90
557 123 83
617 749 18
928 736 70
156 487 4
330 181 79
970 475 45
276 246 72
317 409 68
263 498 84
715 419 14
788 48 40
652 557 40
3 81 78
472 201 22
878 26 75
372 297 18
287 692 5
809 992 92
645 980 99
238 401 25
553 770 37
420 668 12
123 736 92
55 4 93
551 339 1
710 665 2
589 538 24
54 252 5
80 977 78
633 987 33
509 10 65
336 177 14
943 420 40
466 192 80
650 922 65
588 32 42
398 364 57
626 809 78
716 10 96
113 469 72
109 979 78
967 669 19
119 907 3
569 326 88
649 818 73
744 948 50
524 372 29
23 852 32
94 813 57
81 293 1
710 185 34
101 583 89
365 381 74
225 380 44
77 141 74
135 139 40
617 133 3
766 379 58
304 529 46
632 91 77
891 845 70
418 192 63
144 102 8
306 817 16
468 850 59
485 629 69
858 684 72
140 591 13
585 993 41
124 487 45
179 209 85
880 55 3
570 115 94
190 522 34
56 792 78
331 479 81
494 520 90
90 59 56
425 162 77
670 34 77
612 781 2
566 39 86
514 333 68
131 559 9
555 931 38
421 418 17
384 903 11
149 431 17
527 487 80
632 835 69
873 504 31
931 485 40
133 972 86
661 654 80
36 713 63
299 9 45
434 525 82
830 844 47
225 637 58
638 77 87
163 322 10
332 381 3
970 789 55
747 882 67
619 252 86
583 678 79
16 99 41
539 733 48
229 946 13
896 294 62
819 255 11
589 208 23
567 290 87
384 189 24
269 210 76
205 582 15
687 117 83
610 719 96
227 320 47
942 328 54
501 714 5
487 966 41
336 51 41
896 127 57
764 229 3
351 793 39
629 603 73
839 444 77
739 543 67
272 819 66
889 302 53
400 547 11
189 150 31
469 846 85
964 44 38
710 476 32
229 116 14
504 142 6
365 427 60
582 981 67
14 625 75
799 832 0
27 350 19
192 438 61
805 876 20
221 232 31
846 563 56
874 980 95
298 116 74
627 292 83
295 840 66
518 37 47
131 557 64
997 228 21
370 709 5
380 328 7
700 611 81
340 27 36
424 666 34
803 823 69
716 411 39
160 435 3
56 593 26
397 932 39
999 449 69
859 227 43
124 88 57
904 251 79
667 158 11
915 924 50
769 455 32
991 761 18
987 319 87
807 193 61
40 305 3
964 66 60
324 216 29
128 909 8
241 976 46
251 710 71
601 68 74
107 290 40
973 657 6
234 433 93
280 796 10
2 476 14
733 759 11
819 955 0
590 504 2
78 375 9
827 100 53
782 128 13
259 892 99
761 524 83
21 647 63
461 623 97
931 350 99
609 250 69
904 354 74
67 553 70
122 510 25
701 830 66
385 716 89
727 977 45
686 479 50
798 575 64
994 201 68
859 167 46
167 571 71
865 705 29
748 125 95
424 276 85
328 780 95
122 949 28
74 509 67
968 568 77
164 383 44
911 384 1
770 72 81
820 526 90
244 664 6
371 174 6
210 844 81
467 324 84
273 251 53
139 673 21
18 922 90
646 57 38
119 272 1
9 799 49
188 576 83
390 624 16
729 997 32
491 200 40
67 65 22
389 896 36
784 678 33
103 76 39
829 187 74
368 675 78
36 645 55
629 451 7
304 661 67
25 907 52
849 743 44
10 63 17
685 376 29
748 967 18
232 953 21
932 305 33
709 707 36
591 520 13
211 563 54
44 729 89
147 132 47
169 728 10
770 752 55
815 472 60
55 828 96
551 239 97
861 691 32
342 147 7
955 883 57
664 565 64
214 771 42
484 770 26
668 323 8
42 733 21
476 49 21
765 113 58
965 301 9
805 576 87
532 867 46
243 477 80
646 41 88
516 305 44
891 608 62
654 266 93
846 199 58
97 118 99
59 494 76
791 899 77
215 598 32
259 910 90
70 65 63
687 972 62
762 104 14
585 249 39
332 293 92
267 111 73
640 409 4
80 936 53
240 325 92
769 399 60
949 417 25
610 842 49
59 533 40
541 833 88
920 456 91
511 645 3
97 828 47
571 704 13
385 582 69
480 333 30
518 614 1
239 591 0
806 619 21
967 850 87
437 72 7
897 531 73
535 620 27
158 443 92
585 851 89
591 175 37
337 794 72
832 622 21
99 788 80
437 284 54
617 876 36
656 983 70
229 773 88
151 58 58
103 687 33
270 817 84
124 242 4
672 112 89
96 366 35
522 1 3
431 858 46
685 172 37
755 658 40
706 392 30
307 140 12
445 265 80
687 634 24
244 266 78
957 762 22
663 1 98
52 592 63
131 163 4
851 874 75
906 204 81
854 802 6
446 263 81
891 585 34
661 966 74
204 256 41
752 710 64
774 704 54
337 190 90
45 319 8
194 923 96
571 360 21
954 818 2
463 76 23
133 252 28
761 191 18
749 686 58
928 890 92
127 819 39
462 978 49
26 482 53
521 754 94
355 205 64
844 384 32
943 874 75
951 433 43
474 692 37
421 135 65
901 85 63
463 809 51
226 761 45
449 909 3
699 760 89
576 75 79
918 176 93
29 14 19
255 380 45
747 454 84
466 750 31
830 230 71
457 367 13
574 990 74
792 479 74
562 101 74
269 181 91
247 186 53
743 58 48
890 788 33
483 378 53
221 345 45
866 175 43
325 585 86
288 937 28
41 107 76
736 313 36
826 675 54
172 752 40
78 823 60
13 328 28
453 537 33
753 160 64
864 923 61
230 879 95
194 46 56
609 525 13
610 16 66
18 67 31
296 235 57
150 162 62
161 509 34
507 285 10
426 518 20
742 542 33
717 860 36
13 414 83
489 370 28
689 608 82
561 905 18
984 485 86
885 641 11
323 411 11
612 106 32
544 162 63
185 567 48
626 734 74
697 764 3
290 913 9
754 137 16
713 516 95
674 224 36
172 373 10
918 73 1
21 812 68
894 48 93
331 111 51
436 685 71
345 178 43
855 431 62
305 970 44
865 417 6
346 456 86
129 791 56
297 390 47
834 691 28
601 667 56
31 371 43
565 319 50
57 495 76
639 25 81
113 209 2
177 169 2
643 766 19
208 565 63
552 500 76
877 57 37
319 452 35
351 22 31
962 828 8
609 367 94
832 152 44
650 906 17
980 7 62
387 789 25
533 931 82
36 671 92
590 612 72
794 401 50
235 7 32
636 181 24
628 483 4
848 326 15
541 636 70
167 454 64
105 50 0
289 105 84
146 471 53
724 22 22
259 499 72
107 97 11
965 845 9
921 585 11
279 160 88
621 981 18
23 95 52
846 3 43
925 688 90
252 766 21
135 797 76
245 707 34
238 348 19
56 960 23
745 434 91
517 13 92
225 695 2
119 829 64
882 514 70
926 940 80
730 350 61
954 957 23
669 86 21
576 425 81
450 785 95
249 435 50
135 708 51
96 328 15
330 524 74
91 198 48
645 136 92
467 762 26
46 387 31
934 625 36
971 462 10
792 872 45
826 722 54
527 315 47
129 118 83
634 385 83
604 50 13
65 648 54
383 15 69
69 785 71
475 160 45
567 339 32
777 10 15
784 371 38
620 218 82
50 956 3
761 659 35
863 67 92
405 430 34
981 299 94
641 375 32
835 86 76
779 78 12
680 157 72
408 45 58
166 963 59
678 612 44
799 1 10
949 532 72
979 13 22
763 824 68
314 955 14
498 940 99
477 802 93
816 385 3
537 272 27
358 480 75
200 146 63
91 449 20
86 155 59
231 204 61
852 474 20
894 854 22
458 750 84
793 652 9
177 462 20
547 529 60
925 55 68
323 239 87
905 783 17
848 332 42
931 124 36
401 117 82
751 120 70
570 730 35
4 633 6
505 646 46
215 890 81
362 749 38
74 706 49
245 366 8
446 990 26
315 308 9
598 826 75
579 774 56
300 923 67
716 232 13
558 47 76
602 878 5
649 174 34
773 239 27
476 340 64
54 530 91
779 668 1
450 192 61
841 727 12
550 241 85
219 116 32
149 423 62
894 439 97
747 308 12
469 886 41
64 665 39
673 890 56
245 543 55
470 778 6
651 677 9
465 963 88
56 82 39
3 220 65
787 519 88
890 229 42
184 932 36
509 299 6
547 107 82
139 896 50
935 426 7
545 425 72
402 512 0
338 966 22
74 499 91
444 351 12
505 355 79
847 340 71
263 801 86
305 238 3
28 832 88
844 47 83
180 232 9
680 263 48
643 345 81
508 989 24
968 824 28
50 523 93
434 247 49
175 855 49
622 896 65
619 521 13
424 338 30
963 681 48
999 778 36
452 252 64
352 689 33
905 6 47
768 497 60
948 984 70
159 915 3
215 746 91
893 407 98
453 631 59
408 864 99
505 570 71
373 359 72
57 774 21
576 986 87
385 689 80
36 40 90
676 645 16
454 925 7
446 444 78
917 506 19
799 11 82
294 964 76
844 658 50
425 78 75
233 927 98
126 185 73
668 202 16
740 828 57
664 883 79
606 298 82
528 861 63
770 711 59
80 139 5
741 973 22
267 666 75
531 568 16
569 898 63
599 367 16
946 366 14
978 363 43
817 591 79
965 836 35
158 781 42
68 866 53
196 917 27
263 381 98
711 220 93
506 980 39
559 215 93
851 102 37
677 809 10
591 939 44
974 332 78
29 52 46
234 757 46
268 649 15
664 769 38
699 364 68
648 519 30
457 826 49
164 307 37
364 793 45
770 800 48
296 341 63
776 758 89
984 295 65
306 219 98
239 92 27
679 725 33
962 364 41
881 654 94
776 138 94
425 286 55
763 356 8
231 525 34
291 57 97
767 927 84
150 750 91
687 459 86
195 579 90
514 499 89
710 689 9
0 309 13
181 467 56
777 487 19
435 398 53
38 140 27
362 267 45
570 177 92
672 453 5
857 828 16
181 746 25
971 838 80
619 190 0
740 904 16
283 576 96
846 801 24
59 341 75
911 316 13
2 853 88
234 721 71
97 645 26
351 432 88
516 487 34
759 724 15
963 616 9
126 692 21
276 524 9
596 474 87
184 400 44
30 376 54
907 975 44
74 374 1
140 137 86
580 922 20
305 725 79
143 54 74
642 297 75
937 747 85
372 110 89
757 82 81
728 833 66
67 998 73
749 897 91
252 335 73
343 279 31
901 617 38
672 732 86
80 840 4
669 321 80
961 737 59
225 378 99
879 480 2
787 873 33
133 430 21
599 766 87
394 235 98
327 118 78
86 482 85
625 96 7
191 937 0
610 480 47
841 126 39
491 758 52
645 279 57
435 585 68
29 440 47
386 820 30
932 959 73
141 219 23
495 408 92
949 987 21
582 825 29
162 825 58
531 216 67
120 396 41
190 712 12
100 923 61
361 76 89
330 941 91
285 555 55
709 406 55
672 396 51
51 365 82
678 453 87
402 71 81
21 196 59
424 167 5
23 148 3
772 951 99
359 441 63
546 165 3
406 635 96
877 600 64
805 438 48
445 651 25
339 373 53
346 166 80
777 110 45
917 711 90
111 195 21
395 445 18
401 685 57
827 936 57
373 344 87
850 540 24
371 945 22
245 744 95
169 182 42
813 880 68
906 968 84
112 173 33
223 827 37
520 35 5
279 595 42
901 322 23
183 850 9
424 647 85
228 101 65
528 580 25
51 674 33
322 320 16
689 497 2
307 796 99
861 289 8
230 230 57
160 751 17
850 205 9
101 585 29
678 912 53
927 888 40
757 421 35
651 690 58
845 735 65
690 88 96
406 192 44
769 873 74
305 694 14
924 721 61
741 637 29
216 540 85
72 137 41
786 556 99
305 906 28
858 973 41
649 276 98
857 753 69
96 863 64
808 872 45
579 852 88
103 182 87
280 548 57
636 631 99
885 758 81
297 161 45
626 447 84
697 603 39
993 440 2
744 743 41
429 18 17
489 692 14
888 523 90
91 309 59
468 193 42
304 87 52
841 162 41
546 616 69
877 608 55
677 15 96
282 238 70
614 526 77
9 234 10
194 715 91
202 194 53
192 420 1
350 901 45
435 430 39
900 336 93
32 680 98
578 132 91
261 142 24
68 571 20
592 84 43
196 78 50
159 375 31
953 224 51
876 213 90
995 896 68
797 124 39
437 153 63
712 713 49
22 125 79
532 542 23
169 833 50
384 511 65
899 45 40
463 250 55
477 405 45
901 988 29
688 794 83
881 705 66
903 567 30
123 910 34
767 556 99
52 597 11
423 130 68
329 319 3
779 519 40
439 415 80
116 798 93
774 529 28
43 925 70
181 964 61
541 662 52
955 262 34
255 289 62
223 175 37
303 544 89
38 526 71
938 126 16
566 184 78
426 23 28
469 278 92
318 532 73
985 327 41
610 671 92
570 1 39
176 584 95
39 740 51
264 99 27
243 231 71
935 540 53
233 922 78
863 555 55
8 259 4
156 397 63
735 541 3
520 272 64
786 262 59
492 199 1
497 101 59
127 681 79
326 0 7
301 997 98
987 628 97
336 870 38
884 50 27
642 900 16
912 235 17
37 982 99
864 591 74
438 108 60
279 432 57
157 638 22
896 402 1
350 305 14
646 874 90
464 496 62
815 570 37
495 74 89
606 961 90
715 618 69
94 63 31
986 407 39
408 589 84
758 801 53
889 719 6
817 336 83
941 967 17
953 365 17
728 957 15
361 486 66
112 176 59
369 196 81
611 526 18
293 626 39
839 809 0
695 894 41
994 740 57
831 591 59
37 984 41
464 662 75
607 686 73
721 379 5
654 476 66
319 107 99
29 242 40
641 88 13
948 724 72
386 969 30
226 381 87
683 719 50
393 132 56
148 395 11
536 904 54
539 258 35
848 740 57
463 899 60
764 181 57
7 153 28
497 181 77
21 195 51
122 627 88
11 36 89
264 929 29
686 974 72
258 117 95
725 927 96
581 513 18
652 514 85
142 848 36
829 28 18
15 940 69
902 232 80
16 512 56
411 501 27
387 126 89
42 230 82
201 497 72
642 951 11
890 361 34
213 108 21
854 993 2
122 454 66
93 573 18
613 32 12
898 442 7
69 115 73
267 448 77
743 977 16
3 570 86
175 393 73
602 733 48
842 801 47
858 800 68
253 376 19
196 340 0
570 939 2
646 657 82
475 123 16
896 20 89
392 846 10
745 34 54
261 565 55
212 347 92
442 765 3
6 742 64
918 619 92
372 760 27
475 875 21
616 591 10
876 883 56
845 614 36
558 324 10
746 353 54
587 338 8
296 303 14
177 507 88
681 506 56
379 883 63
234 847 42
614 429 53
809 308 50
947 367 88
455 378 95
345 812 21
819 783 31
694 771 79
879 23 22
616 440 33
267 0 85
169 741 86
307 447 62
279 491 39
786 987 49
198 433 51
466 128 91
503 833 70
642 49 79
981 687 11
437 697 3
763 172 9
32 196 93
796 279 67
874 234 65
29 129 90
273 78 28
191 859 92
65 887 66
369 912 8
857 415 59
996 238 64
521 21 38
677 936 54
278 983 17
605 20 60
280 30 73
675 902 23
960 353 46
944 418 8
777 845 15
777 488 10
401 463 6
538 761 66
754 290 5
382 594 36
100 763 42
501 701 29
10 924 83
447 339 94
147 921 13
385 32 58
102 855 8
528 586 65
18 62 62
511 689 85
914 629 43
921 9 50
211 141 70
874 141 33
463 833 55
851 497 34
342 197 48
122 496 18
524 871 97
892 36 12
503 564 5
298 501 39
32 298 50
851 493 50
135 157 98
767 80 75
23 277 8
515 158 44
776 192 63
871 758 91
388 695 76
991 982 34
394 667 52
708 813 57
350 641 84
707 874 20
599 943 76
134 123 6
565 313 61
861 756 88
394 159 45
782 358 13
641 673 20
175 579 87
565 777 54
920 29 49
286 847 10
896 203 23
787 123 95
103 574 74
330 339 98
692 191 2
818 488 28
592 690 8
187 417 20
738 749 88
54 544 22
192 988 45
825 223 49
927 8 81
278 869 3
629 913 74
622 692 79
896 550 82
972 787 17
630 188 48
130 289 16
354 470 32
772 168 63
90 571 57
125 781 92
747 154 68
856 457 30
678 672 53
448 314 22
690 11 55
966 128 34
581 152 40
553 3 26
375 227 63
190 84 47
897 947 74
359 525 51
366 115 92
85 992 72
244 569 72
115 43 6
870 792 94
454 902 36
70 843 60
672 801 23
342 419 9
442 679 11
92 873 95
28 752 48
794 708 48
568 898 40
26 286 32
517 186 94
581 354 30
342 568 21
52 700 33
927 152 65
62 942 84
282 661 25
322 907 33
685 39 52
235 343 55
321 7 82
703 767 83
354 345 82
5 653 31
703 960 43
65 237 62
191 281 76
427 329 26
789 11 45
808 652 76
218 554 35
856 618 71
665 371 28
205 258 96
602 623 43
668 957 62
665 62 84
45 635 52
69 922 40
19 100 25
704 125 65
843 505 46
675 557 90
419 976 21
279 151 3
190 411 29
197 433 38
872 775 23
629 917 55
826 487 8
104 844 84
61 804 92
293 570 83
791 189 38
948 170 38
310 540 48
889 39 40
311 499 10
767 605 47
507 977 92
560 360 42
565 612 46
655 793 15
697 249 60
2 50 90
458 925 38
379 442 49
543 387 57
946 587 28
973 482 73
813 960 45
65 815 24
851 538 0
14 155 35
928 436 19
219 462 46
394 703 29
748 992 7
352 185 60
656 779 69
311 131 15
48 937 22
574 854 53
383 456 43
47 767 63
953 66 43
511 19 47
587 298 62
710 751 45
360 921 29
294 90 30
456 550 8
230 444 36
104 336 23
25 609 45
509 627 90
75 163 4
88 836 64
289 636 74
148 662 92
746 251 2
102 555 86
891 851 0
566 790 81
313 363 28
21 163 78
183 561 37
207 265 93
345 12 70
42 641 55
928 502 46
202 987 79
832 904 0
293 614 54
488 109 50
695 320 91
19 356 89
984 455 26
435 815 11
669 685 2
52 976 62
558 288 39
110 512 97
261 894 6
114 780 95
222 828 16
164 289 14
97 555 32
927 225 16
267 846 46
329 334 64
583 839 38
19 403 66
439 235 95
226 635 56
366 689 63
580 188 34
479 79 62
839 377 85
56 891 29
585 271 33
431 737 49
8 211 61
653 494 69
980 104 21
254 511 20
448 72 97
627 524 10
822 904 61
741 174 79
449 348 40
694 696 76
14 448 68
663 896 46
258 268 7
378 319 75
471 505 93
688 201 19
815 577 71
480 174 83
73 530 44
955 940 74
253 389 34
507 839 99
767 491 97
785 890 76
30 730 52
13 548 68
80 267 65
120 810 98
48 673 35
787 760 99
610 273 19
458 361 74
31 108 4
406 964 10
993 933 60
503 116 28
259 880 63
525 350 56
64 709 31
706 939 64
951 279 11
636 805 7
238 268 59
469 300 49
50 801 30
883 156 93
371 170 33
720 490 45
451 699 28
285 987 1
92 56 22
644 874 81
746 502 47
153 7 89
504 646 74
675 713 61
119 825 16
173 598 87
656 982 33
556 192 4
174 265 90
122 768 4
802 924 35
230 653 22
661 314 54
444 552 25
580 633 93
861 299 51
315 266 11
929 336 85
195 261 46
322 364 63
936 360 76
496 587 44
684 295 3
412 36 72
974 991 35
804 273 52
694 8 80
902 881 23
187 611 88
544 513 79
700 47 53
114 119 11
837 23 98
43 412 86
392 891 55
506 437 54
871 830 55
208 837 10
653 575 14
792 177 94
818 911 18
263 424 31
374 39 45
994 612 35
942 213 6
235 157 87
391 604 23
183 373 64
445 616 19
242 624 25
915 192 14
66 573 74
260 258 85
603 885 74
340 283 24
308 825 16
309 591 96
773 550 47
697 665 52
694 155 79
677 78 94
409 771 44
134 374 70
847 348 80
872 956 30
913 933 14
194 261 70
131 501 94
244 608 62
627 613 91
731 963 20
792 826 28
449 553 47
341 381 72
452 754 35
205 243 33
667 971 45
69 911 62
423 172 16
314 693 42
984 298 9
613 482 97
230 590 82
240 570 35
376 752 77
575 916 46
70 939 4
10 129 58
937 574 92
533 274 92
449 584 36
976 172 49
204 137 68
768 258 51
305 419 16
79 156 5
532 427 88
220 129 62
414 124 17
512 469 37
252 618 50
462 616 38
270 763 86
217 650 9
3 498 43
737 359 16
866 6 93
980 159 10
68 842 19
486 844 62
225 440 81
837 347 52
28 280 56
113 957 37
871 939 23
280 538 40
868 328 1
548 113 10
587 271 61
800 221 81
398 263 0
468 778 51
154 414 20
590 777 2
402 957 56
199 330 20
909 505 19
640 807 17
355 858 17
742 564 96
56 249 96
675 662 65
649 966 61
465 646 3
303 164 58
753 299 6
575 187 89
63 980 44
286 369 85
343 533 47
930 671 19
268 985 69
709 632 94
933 38 45
582 482 79
208 97 70
667 637 7
964 254 36
399 361 41
786 797 57
560 177 75
423 657 77
232 12 14
911 320 46
622 959 7
724 180 42
673 873 43
231 441 57
759 542 18
673 813 79
641 116 76
166 845 59
514 884 56
972 406 34
964 314 89
706 625 5
867 521 28
68 144 33
98 110 56
58 10 21
427 219 32
809 188 56
763 847 77
720 272 62
17 976 22
652 979 34
794 700 27
147 62 74
529 773 63
671 613 25
596 118 98
73 694 7
215 914 77
6 776 96
217 796 92
53 367 30
214 950 1
873 140 63
727 114 62
36 817 61
699 543 71
785 208 63
860 731 27
146 354 96
181 978 75
153 799 61
874 649 42
905 876 89
400 551 52
126 929 83
231 269 55
961 593 42
874 621 62
619 502 89
389 537 50
36 710 9
739 957 21
743 569 65
432 764 37
307 918 45
139 803 36
138 568 18
572 126 17
456 744 69
380 934 79
674 989 51
821 627 69
275 719 75
132 525 9
256 443 97
2 641 64
521 594 49
761 985 59
127 563 38
383 764 2
821 904 99
781 137 54
24 44 40
448 408 13
766 953 9
458 942 62
320 22 31
394 236 87
453 704 66
532 846 60
182 712 65
839 878 55
650 437 27
182 913 16
716 75 88
849 334 38
908 305 46
647 699 66
144 195 29
117 756 92
284 143 10
681 980 14
531 100 61
457 639 27
65 765 66
335 238 14
356 260 92
243 22 51
876 189 20
786 435 51
645 729 20
521 619 80
320 367 62
808 308 32
506 37 71
761 813 38
102 96 93
242 116 65
481 198 14
246 482 76
437 499 35
377 191 99
373 527 11
385 560 4
82 769 59
483 655 76
406 226 57
74 221 77
424 148 61
993 995 88
952 322 79
386 590 1
648 162 10
838 619 68
297 4 54
626 252 57
761 242 49
652 820 79
131 327 51
789 729 12
576 946 63
296 259 3
23 377 64
